iata_code;1;2
BTQ;Бутаре;Butare
BTR;;Ryan
BTS;;M. R. Љtefбnika
BTT;;Bettles
BTU;;Bintulu
BTV;;Burlington International
BTW;Бату-Личин;Batu Licin
BTX;;Betoota
BTY;;Beatty
BTZ;;Bursa Airport
BUA;;Buka
BUB;;Municipal
BUC;;Burketown
BUD;;Ferihegy
BUG;;Gen V Deslandes
BUI;Бокондини;Bokondini
BUJ;;Ain Eddis
BUK;Альбук;Albuq
BUL;Булоло;Bulolo
BUM;;Butler
BUN;Буэнавентура;Buenaventura
BUO;Бурао;Burao
BUP;Бхатинда;Bhatinda
BUQ;Булавайо;Bulawayo
BUR;;Bob Hope
BUS;Батуми;Batumi
BUT;Бертонвуд;Burtonwood
BUU;;Buyo
BUV;Белла-Юнион;Bella Union
BUW;;Baubau
BUX;Буниа;Bunia
BUY;Банбери;Bunbury
BUZ;Бушехр;Bushehr
BVA;;Beauvais-Tille
BVB;;Boa Vista
BVC;;Rabil
BVD;;Sea Port
BVE;;Laroche
BVF;;Dama
BVG;Берлевог;Berlevag
BVH;;Vilhena
BVI;;Birdsville
BVK;;Huacaraje
BVL;;Baures
BVM;Бельмонте;Belmonte
BVO;;Bartlesville
BVP;Боловип;Bolovip
BVR;;Esperadinha
BVS;;Breves
BVU;;Beluga
BVW;;Batavia Downs
BVX;;Municipal
BVY;;Beverly Municiple Airport
BVZ;;Beverley Springs
BWA;Бхайрава;Bhairawa
BWB;;Barrow Island
BWC;;Brawley
BWD;;Brownwood
BWE;Брауншвайг;Braunschweig
BWF;;Walney Island
BWG;;Warren County
BWH;Баттерворт;Butterworth
BWI;;Baltimore/Washington International Thurgood Marshall Airport
BWJ;Баван;Bawan
BWK;Бол;Bol
BWL;;Blackwell
BWM;;Bowman
BWN;;Bandar Seri Begwan International Airport
BWO;Балаково;Balakovo
BWP;;Bewani
BWQ;;Brewarrina
BWS;;Blaine
BWT;;Burnie Wynyard
BWU;;Sydney Bankstown
BWY;;Bentwaters St
BXA;;George R Carr
BXB;Бабо;Babo
BXC;;Boxborough
BXD;Баде;Bade
BXE;Бакель;Bakel
BXF;;Belburn
BXG;Бендиго;Bendigo
BXH;Балхаш;Balhash
BXI;;Boundiali
BXJ;Бурундай;Burundai
BXK;;Buckeye Municipal
BXL;Блю-Лагун;Blue Lagoon
BXM;Батом;Batom
BXN;;Imsik Airport
BXO;Буокс;Buochs
BXR;;Bam
BXS;;Borrego Springs
BXT;Бонтанг;Bontang
BXU;Бутуан;Butuan
BXV;;Breiddalsvik
BXX;;Borama International
BXZ;;Bunsil
BYA;;Boundary
BYB;Дибаа;Dibaa
BYC;Якуйба;Yacuiba
BYD;Бейда;Beidah
BYG;;Municipal
BYH;;Blytheville AFB
BYI;;Rupert
BYK;;Bouake
BYL;Белла-Елла;Bella Yella
BYM;;C.M. de Cespedes
BYN;;Bayankhongor
BYO;;Bonito Airport
BYQ;Бунью;Bunyu
BYR;;Laeso Airport
BYS;;Bicycle Lake AAF
BYT;Бантри;Bantry
BYU;;Bindlacher-Berg
BYW;;Blakely Island
BYX;;Baniyala
BZA;Сан-Педро;San Pedro
BZB;;Bazaruto Island
BZC;Бузиос;Buzios
BZD;;Balranald
BZE;;Philip S.W.Goldson Int
BZG;;Bydgoszcz I. J. Paderewski Airport
BZH;;Bumi Hills
BZI;Балыкесир;Balikesir
BZK;Брянск;Briansk
BZL;Барисал;Barisal
BZM;Вонсдрехт;Woensdrecht
BZN;;Gallatin Field
BZO;Болзано;Bolzano
BZP;;Bizant
BZR;;Beziers Vias
BZS;;Buzzards Pt S
BZT;;Hinkles Ferry
BZU;;Buta
BZV;;Maya Maya
BZY;Бельцы;Beltsy
BZZ;;Raf Brize Norton
CAA;Катакамас;Catacamas
CAB;Кабинда;Cabinda
CAC;;Cascavel
CAD;;Cadillac
CAE;;Metropolitan Airport
CAF;;Carauari
CAG;;Elmas
CAH;Ка-Мау;Ca Mau
CAI;;Cairo International
CAJ;Канайма;Canaima
CAK;;Akron/canton Regional
CAL;;Machrihanish
CAM;Камири;Camiri
CAN;;New Baiyun
CAO;;Clayton
CAP;Кеп-Гаитиен;Cap Haitien
CAQ;Каукасиа;Caucasia
CAR;;Municipal
CAS;;Anfa
CAT;;New Bight
CAU;;Caruaru
CAV;Казомбо;Cazombo
CAW;;Bartolomeu Lisandro
CAX;Карлисл;Carlisle
CAY;;Rochambeau
CAZ;;Cobar
CBA;;Corner Bay
CBB;;J Wilsterman
CBC;;Cherrabun
CBD;Кар-Никобар;Car Nicobar
CBE;;Wiley Ford
CBF;;Municipal
CBG;Кембридж;Cambridge
CBH;;Leger
CBI;;Cape Barren Island
CBJ;Кабо-Рожо;Cabo Rojo
CBK;;Municipal
CBL;Сьюдад-Боливар;Ciudad Bolivar
CBM;;Columbus AFB
CBN;;Penggung
CBO;;Awang
CBP;Коимбра;Coimbra
CBQ;Калабар;Calabar
CBR;Канберра;Canberra
CBS;;Oro Negro
CBT;;Catumbela
CBU;Коттбус;Cottbus
CBV;Кобан;Coban
CBW;;Campo Mourao
CBX;;Condobolin
CBY;;Canobie
CBZ;;Cabin Creek
CCA;;Chaffee AFB
CCB;;Cable Airport
CCC;Кайо Коко;Cayo Coco
CCD;;Century City
CCE;;Grand Case
CCF;;Salvaza
CCG;;Crane County Arpt
CCH;Чиле-Чико;Chile Chico
CCI;;Concordia
CCJ;;Kozhikode Airport
CCK;;Cocos Islands
CCL;Шиншилла;Chinchilla
CCM;;Criciuma
CCN;Чагчаран;Chakcharan
CCO;Каримагуа;Carimagua
CCP;;Carriel Sur
CCQ;;Cachoeira
CCR;;Buchanan Fld
CCS;;Simon Bolivar International Airport
CCT;Колония-Катриэль;Colonia Catriel
CCU;;Netaji Subhas Chandra
CCV;Крейг-Кав;Craig Cove
CCW;;Cowell
CCX;Касерес;Caceres
CCY;;Municipal
CCZ;;Chub Cay
CDA;Куинда;Cooinda
CDB;;Cold Bay
CDC;Сидар Сити;Cedar City
CDD;;Cauquira
CDE;Каледония;Caledonia
CDG;;Charles De Gaulle
CDH;;Harrell Fld
CDI;;Cachoeiro Itapemirim
CDJ;;Conceicao Do Araguaia
CDK;;Lewis
CDL;;Candle
CDN;;Woodward Fld
CDO;Крадок;Cradock
CDP;Куддапах;Cuddapah
CDQ;;Croydon
CDR;;Chadron
CDS;Чайлдресс;Childress
CDU;;Camden
CDV;;Mudhole Smith
CDW;;Caldwell Wright
CDY;;Cagayan De Sulu
CDZ;Кадиз;Cadiz
CEA;;Cessna Aircraft Field
CEB;;Mactan-Cebu International
CEC;;Mc Namara Fld
CED;;Ceduna
CEE;Череповец;Cherepovets
CEF;;Westover Metro Arpt
CEG;Честер;Chester
CEH;;Chelinda
CEI;Чанг-Рай;Chiang Rai
CEJ;Чернигов;Chernigov
CEK;Челябинск;Chelyabinsk
CEL;Кейп-Элутера;Cape Eleuthera
CEM;;Central
CEN;Сиудад-Обрегон;Ciudad Obregon
CEO;Вако-Кунго;Waco Kungo
CEP;Консепсион;Concepcion
CEQ;;Mandelieu
CER;;Maupertus
CES;;Cessnock
CET;;Le Pontreau
CEU;;Oconee County
CEV;;Mettle Field
CEW;;Bob Sikes
CEX;;Chena Hot Springs
CEY;;Calloway County
CEZ;;Montezuma County
CFA;;Coffee Point
CFB;;Cabo Frio
CFC;;Cacador
CFD;;Coulter Field
CFE;;Aulnat
CFF;;Cafunfo
CFG;Сьенфуэгос;Cienfuegos
CFH;;Clifton Hills
CFI;;Camfield
CFK;;Chefornak
CFN;Донегаль;Donegal
CFO;Конфреца;Confreza
CFP;;Carpentaria Downs
CFQ;;Creston Valley Airport
CFR;;Carpiquet
CFS;Коффс Харбор;Coffs Harbour
CFT;;Morenci
CFU;;Ioannis Kapodistrias
CFV;;Municipal
CGA;;Craig SPB
CGB;;Intl. Airpt. Marechal Rondon
CGC;Кейп-Глусестер;Cape Gloucester
CGD;Чандэ;Changde
CGE;Кембридж;Cambridge
CGF;;Cuyahoga County
CGG;Касигуран;Casiguran
CGH;;Congonhas
CGI;;Cape Girardeau
CGJ;Чингола;Chingola
CGM;;Mambajao
CGN;;Cologne/bonn
CGO;Женьчжоу;Zhengzhou
CGP;;Patenga
CGQ;Чангчун;Changchun
CGR;;Intl. Airport Campo Grande
CGS;Колледж парк;College Park
CGT;Шингитти;Chinguitti
CGU;Сьюдад-Гуаяна;Ciudad Guayana
CGV;;Caiguna
CGX;;Merrill C Meigs (closed)
CGY;;Cagayan De Oro Domestic Airport
CGZ;;Municipal
CHA;;Lovell Field
CHB;Чилас;Chilas
CHC;;Christchurch International
CHD;;Williams Gateway Airport
CHE;;Reenroe
CHF;;Jinhae
CHG;;Chaoyang Airport
CHH;Чачапояс;Chachapoyas
CHI;;Chicago FSS
CHJ;;Chipinge
CHK;;Municipal
CHL;;Challis
CHM;Чимботе;Chimbote
CHN;Джеонжу;Jeonju
CHO;;Albemarle
CHP;;Circle Hot Springs
CHQ;;Souda
CHR;Шаторуа;Chateauroux
CHS;;Charleston,  AFB Municipal
CHT;;Karewa
CHU;;Chuathbaluk
CHV;Чавес;Chaves
CHW;;Jiuhuang
CHX;Чангвинола;Changuinola
CHY;Чойсфул-Бей;Choiseul Bay
CHZ;;State
CIA;Кьямпино;Ciampino
CIB;;Ap In The Sky
CIC;;Chico
CID;;Cedar Rapids
CIE;;Collie
CIF;Чифен;Chifeng
CIG;;Craig-Moffat
CIH;Чанжи;Changzhi
CIJ;;E. Beltram
CIK;;Chalkyitsik
CIL;;Melsing Creek
CIM;Кимитарра;Cimitarra
CIN;;Carroll
CIO;;MCAL Lopez
CIP;Чипата;Chipata
CIQ;Чикумула;Chiquimula
CIR;Каир;Cairo
CIS;Кентон-Айленд;Canton Island
CIT;Шимкент;Shimkent
CIU;;Chippewa County
CIV;;Chomley
CIW;;Canouan Island
CIX;;Cornel Ruiz
CIY;Комизо;Comiso
CIZ;;Coari
CJA;Кахамарка;Cajamarca
CJB;;Peelamedu
CJC;;El Loa
CJD;Кандилежас;Candilejas
CJH;;Chilko Lake
CJI;;Ciudad Real - Don Quijote Airport
CJJ;;Cheongju
CJL;Читрал;Chitral
CJM;;Chumphon Airport
CJN;;Gillespie Field
CJS;;Intl Abraham Gonzalez
CJT;;Copalar
CJU;;Jeju Airport
CKA;;Kegelman Af
CKB;;Benedum
CKC;Черкассы;Cherkassy
CKD;;Crooked Creek
CKE;;Clear Lake
CKG;;Chongqing Jiangbei International
CKH;Чокурдах;Chokurdah
CKI;;Croker Island
CKK;Чероки;Cherokee
CKL;Чкаловский;Chkalovsky
CKM;;Fletcher Field
CKN;;Municipal
CKO;;Cornelio Procopio
CKR;;Crane Island
CKS;;Carajas
CKT;;Sarakhs
CKU;;City
CKV;;Outlaw Field
CKX;;Chicken
CKY;;Conakry
CKZ;Канаккале;Canakkale
CLA;Комилла;Comilla
CLB;Кестлбар;Castlebar
CLC;;Metroport
CLD;;Mc Clellan-Palomar Airport
CLE;;Hopkins International
CLG;;Coalinga
CLH;;Coolah
CLI;;Clintonville
CLJ;;Cluj Napoca International Airport
CLK;;Municipal
CLL;;Easterwood Field
CLM;;Fairchild Intl
CLN;;Carolina
CLO;;Alfonso B. Aragon
CLP;;Clarks Point
CLQ;Колима;Colima
CLR;;Calipatria
CLS;;Centralia
CLT;;Charlotte Douglas
CLU;;Columbus Municipal
CLV;;Caldas Novas
CLW;;Executive
CLX;Клоринда;Clorinda
CLY;;Ste Catherine
CLZ;Калабосо;Calabozo
CMA;;Cunnamulla
CMB;;Bandaranayake
CMC;;Camocim
CMD;;Cootamundra
CME;;Ciudad Del Carmen
CMF;Шамбери;Chambery
CMG;;Intl. Airport Corumba
CMH;;Port Columbus Intl
CMI;;University Of Illinois Willard
CMJ;;Chi Mei
CMK;;Club Makokola
CML;;Camooweal
CMM;Кармелита;Carmelita
CMN;;Mohamed V
CMO;Оббиа;Obbia
CMP;;Campo Alegre
CMQ;;Clermont
CMR;;Colmar-houssen
CMS;Скускубан;Scusciuban
CMT;Камета;Cameta
CMU;;Chimbu
CMV;Коромандель;Coromandel
CMW;;Ign Agramonte Intl
CMX;;Houghton County
CMY;;Fort Mccoy
CMZ;;Caia
CNA;Кананеа;Cananea
CNB;;Coonamble
CNC;;Coconut Island
CND;;Kogalniceanu
CNE;;Canon City
CNG;;Parvaud
CNH;;Municipal
CNI;;Changhai
CNJ;;Cloncurry
CNK;;Blosser Municipal
CNL;Зиндаль;Sindal
CNM;;Carlsbad
CNN;Чульман;Chulman
CNO;;Chino
CNP;;Neerlerit Inaat
CNQ;;Camba Punta
CNR;Чаньяраль;Chanaral
CNS;Кернс;Cairns
CNT;Чарата;Charata
CNU;;Martin Johnson
CNV;;Canavieiras
CNW;;TSTC Waco Airport
CNX;;Chiang Mai International
CNY;;Canyonlands Field
CNZ;Кангамба;Cangamba
COA;Колумбия;Columbia
COB;;Coolibah
COC;;Concordia
COD;;Yellowstone Regional
COF;;Patrick AFB
COG;;Mandinga
COH;Куч-Бехар;Cooch Behar
COI;;Merritt Island
COJ;;Coonabarabran
COK;;Cochin International
COL;;Isle Of Coll
COM;;Coleman
CON;;Concord
COO;;Cotonou
COP;;Cooperstown - Westville Airport
COQ;;Choibalsan
COR;;Pajas Blancas
COS;Колорадо Спрингз;Colorado Springs
COT;;Cotulla
COU;;Columbia Regional
COV;Ковилья;Covilha
COW;Кокимбо;Coquimbo
COX;Конго-Таун;Congo Town
COY;;Coolawanyah
COZ;Констанца;Constanza
CPA;;A. Tubman
CPB;Капургана;Capurgana
CPC;;Chapelco
CPD;Кубер Педи;Coober Pedy
CPE;;Campeche International
CPF;Чепу;Cepu
CPG;;Carmen De Patagones
CPH;;Kastrup
CPI;;Cape Orford
CPL;Чапаррал;Chaparral
CPM;;Compton
CPN;;Cape Rodney
CPO;;Chamonate
CPQ;;International
CPR;;Casper
CPS;;St. Louis Downtown Airport
CPT;;Cape Town International
CPU;;Cururupu
CPV;;Joao Suassuna
CPX;;Culebra
CQA;;Canarana Airport
CQD;;Shahre-kord
CQF;Кале;Calais
CQP;Кейп-Флеттери;Cape Flattery
CQS;;Costa Marques
CQT;Какуэтаниа;Caquetania
CRA;Крайова;Craiova
CRB;;Collarenebri
CRC;Картаго;Cartago
CRD;;Comodoro Rivadavia
CRE;;Grand Strand Airport
CRF;Карнот;Carnot
CRG;;Craig Municipal
CRH;;Cherribah
CRI;;Crooked Island
CRJ;Курабье;Coorabie
CRK;;Diosdado Macapagal International (Clark Int)
CRL;;Charleroi Brussels South
CRM;;National
CRN;Кромарти;Cromarty
CRO;;Corcoran
CRP;;Corpus Christi International Airport
CRQ;Каравелас;Caravelas
CRR;Керес;Ceres
CRS;;Corsicana
CRT;;Municipal
CRU;;Carriacou Is
CRV;Кротоне;Crotone
CRW;;Yeager
CRX;;Roscoe Turner
CRY;;Carlton Hill
CRZ;;Turkmenabad
CSA;;Isle Of Colonsay
CSB;Карансебеш;Caransebes
CSC;Канас;Canas
CSD;;Cresswell Downs
CSE;;Crested Butte
CSF;;Creil
CSH;Соловки;Solovky
CSI;Давид;David
CSJ;;Cape St Jacques
CSK;Кеп-Скирринг;Cap Skirring
CSM;;Sherman
CSN;;Carson City
CSO;;Cochstedt
CSP;;Coast Guard Heliport
CSQ;;Municipal
CSR;Касуарито;Casuarito
CSS;;Cassilandia
CST;Кастэвей;Castaway
CSU;;Santa Cruz Do Sul
CSV;;Memorial
CSW;;Colorado do Oeste
CSX;Чангша;Changsha
CSY;Чебоксары;Cheboksary
CSZ;;Brig D Hector Eduardo Ruiz
CTA;;Fontanarossa
CTB;;Cut Bank
CTC;Катамарка;Catamarca
CTD;;Chitre
CTE;Карти;Carti
CTF;;Coatepeque Airport
CTG;;Rafael Nunez
CTH;;Chestercounty Carlson
CTI;Куито;Cuito Cuanavale
CTK;;Canton
CTL;;Charleville
CTM;Четумал;Chetumal
CTN;Куктаун;Cooktown
CTO;;Peconic River
CTP;;Carutapera
CTQ;;Do Palmar
CTR;Кэттл-Крик;Cattle Creek
CTS;;New Chitose Airport
CTT;Ле-Кастейе;Le Castellet
CTU;;Shuangliu
CTW;;Cottonwood
CTX;;Cortland
CTY;;Cross City
CTZ;;Sampson County
CUA;Сиудад-Конститусьон;Ciudad Constitucion
CUB;;Owens Field
CUC;;Camilo Dazo
CUD;Калундра;Caloundra
CUE;Куенка;Cuenca
CUF;;Levaldigi
CUG;;Cudal
CUH;;Municipal
CUI;Куррилло;Currillo
CUJ;Кулион;Culion
CUK;;Caye Caulker
CUL;;Fedl De Bachigualato
CUM;Кумана;Cumana
CUN;;Cancъn International
CUO;Каруру;Caruru
CUP;Карупано;Carupano
CUQ;;Coen
CUR;;Hato International Airport
CUS;;Municipal
CUT;;Cutral
CUU;;Gen Fierro Villalobos
CUV;;Casigua
CUW;;Cube Cove
CUX;;Cuddihy Field
CUY;;Cue
CUZ;;Velazco Astete
CVA;;Civic Ar Heli
CVB;;Chungribu
CVC;;Cleve
CVE;Ковенас;Covenas
CVF;Куршевель;Courchevel
CVG;;Cincinnati/northern Kentucky
CVH;Кавиахуэ;Caviahue
CVI;Калета-Оливия;Caleta Olivia
CVJ;;General Mariano Matamoros Airport
CVL;Кейп-Вогель;Cape Vogel
CVM;Сиудад-Виктория;Ciudad Victoria
CVN;;Municipal
CVO;Олбани;Albany
CVQ;;Carnarvon
CVR;;Hughes
CVS;;Cannon AFB
CVT;;West Midlands International
CVU;;Corvo Island
CWA;;Central Wisconsin
CWB;;Afonso Pena International Airport
CWC;Черновцы;Chernovtsy
CWG;;Callaway Gardens
CWI;;Clinton
CWL;;Cardiff-wales Arpt
CWO;;Ft Wolter AAF
CWP;Кампбеллпур;Campbellpore
CWR;;Cowarie
CWS;;Center Island
CWT;;Cowra
CWW;;Corowa
CXA;;Caicara Del Orinoco
CXC;;Chitina Arpt
CXF;;Coldfoot
CXH;;Coal Harbour
CXI;;Cassidy International Airport
CXJ;;Campo Dos Bugres
CXL;;International
CXN;Кандала;Candala
CXO;;Montgomery Co
CXP;;Tunggul Wulung
CXQ;;Christmas Creek
CXR;;Nah Trang (No longer in operation)
CXT;;Charters Towers
CXY;;Cat Cays
CYA;Лес-Кейес;Les Cayes
CYB;;Gerrard-Smith
CYC;Кайе-Чапел;Caye Chapel
CYE;;Crystal Lake
CYF;;Chefornak SPB
CYG;;Corryong
CYI;Чиайи;Chiayi
CYL;Койолес;Coyoles
CYM;;Chatham SPB
CYO;Кайо Ларго Дель Сур;Cayo Largo Del Sur
CYP;Калбайог;Calbayog
CYR;;Laguna De Los Patos
CYS;Чейнни;Cheyenne
CYT;;Intermediate
CYU;;Cuyo
CYX;Якут;Yakut
CYZ;Кауаян;Cauayan
CZA;Чинчен Ица;Chichen Itza
CZB;;Carlos Ruhl
CZC;;Copper Centre
CZE;Коро;Coro
CZF;;Cape Romanzof
CZH;Коросал;Corozal
CZJ;;Corazon De Jesus
CZK;;Cascade Locks/Stevens
CZL;;Ain El Bey
CZM;Коцумел;Cozumel
CZN;;Chisana Field
CZO;;Chistochina
CZP;;Cape Pole
CZS;;Intl. Airpt. Cruzeiro Do Sul
CZT;;Carrizo Springs
CZU;Коросал;Corozal
CZW;Честокова;Czestochowa
CZX;Чангзу;Changzhou
CZY;;Cluny
CZZ;;Campo
DAA;;Davison AAF
DAB;;Regional
DAC;;Zia International
DAD;Да-Нанг;Da Nang
DAE;Дапаризо;Daparizo
DAF;Доп;Daup
DAG;;Barstow-Daggett
DAH;Датина;Dathina
DAI;Дарджилинг;Darjeeling
DAJ;;Dauan Island
DAK;;Dakhla
DAL;;Love Field
DAM;;International
DAN;;Municipal
DAO;;Dabo
DAP;Дарчула;Darchula
DAR;;International
DAS;;Great Bear Lake
DAT;Датон;Datong
DAU;Дару;Daru
DAV;;Enrique Malek
DAX;Дэцзян;Daxian
DAY;;James Cox Dayton Intl
DAZ;Дарваз;Darwaz
DBA;Далбандин;Dalbandin
DBB;;Alalamain Intl.
DBD;Дханбад;Dhanbad
DBM;Дебра-Маркос;Debra Marcos
DBN;;Municipal
DBO;Дуббо;Dubbo
DBP;;Debepare
DBQ;;Municipal
DBS;;Dubois
DBT;Дебра-Табор;Debra Tabor
DBU;;Dambulu Oya Tank
DBV;Дубровник;Dubrovnik
DBY;;Dalby
DCA;;Reagan Washington National
DCF;;Cane Field
DCI;;Rafsu Decimomannu
DCK;;Dahl Creek Arpt
DCM;;Mazamet
DCR;;Decatur Hi-Way
DCT;;Duncan Town
DCU;;Pyor
DDC;;Dodge City Municipal
DDG;Дандун;Dandong
DDI;;Daydream Is
DDM;Додоима;Dodoima
DDN;;Delta Downs
DDP;;Dorado Beach
DDU;Даду;Dadu
DEA;;Dera Ghazi Khan
DEB;Дебрецен;Debrecen
DEC;;Decatur Arpt
DED;Дера Дун;Dehra Dun
DEF;;Dezful
DEH;;Municipal
DEI;;Denis Island
DEL;;Indira Gandhi Intl
DEM;Дембидолло;Dembidollo
DEN;Международный аэропорт Денвер;Denver International
DEO;;Hyatt Regency H/P
DEP;;Deparizo
DER;Дерим;Derim
DES;Десрочес;Desroches
DET;;Detroit City
DEZ;;Al Jafrah
DFI;;Memorial
DFP;;Drumduff
DFW;;Dallas/Fort Worth International
DGA;Дангрига;Dangriga
DGB;;Danger Bay
DGC;Дегабур;Degahbur
DGD;;Dalgaranga
DGE;Муджи;Mudgee
DGF;;Bisbee-douglas International
DGG;;Daugo
DGK;;Dugong
DGL;;Douglas Municipal
DGM;;Dongguan
DGN;;NAF
DGO;;Guadalupe Victoria
DGP;Даугавпилс;Daugavpils
DGR;Даргавиль;Dargaville
DGT;Думагете;Dumaguete
DGU;Дедугу;Dedougou
DGW;;Converse County
DHA;Дахран;Dhahran
DHD;;Durham Downs
DHF;;Al Dhafra Military Apt
DHI;Дхангархи;Dhangarhi
DHL;Дала;Dhala
DHM;;Gaggal Airport
DHN;;Dothan Arpt
DHR;;De Kooy/Den Helder Airport
DHT;;Dalhart
DIB;Дибругарх;Dibrugarh
DIC;;Dili City Heliport
DIE;;Antsiranana/Arrachart
DIG;;Diqing
DIJ;Дижон;Dijon
DIK;;Dickinson
DIL;;Presidente Nicolau Lobato International Airport
DIM;;Dimbokro
DIN;;Dien Bien
DIO;;Diomede Island
DIP;Диапага;Diapaga
DIQ;;Divinopolis
DIR;;Aba Tenna D Yilma
DIS;;Loubomo
DIU;;Diu
DIV;;Divo
DIW;;Mawella Lagoon
DIY;Диярбакыр;Diyarbakir
DJA;Джугу;Djougou
DJB;;Sultan Taha Syarifudn
DJE;;Djerba-zarzis
DJG;;Inedbirenne
DJJ;;Sentani
DJM;Джамбала;Djambala
DJN;;Delta Junction
DJO;;Daloa
DJU;Джупивогур;Djupivogur
DKI;Данк Айленд;Dunk Island
DKK;;Dunkirk
DKR;;Dakar-Yoff-Lйopold Sйdar Senghor International
DKS;Диксон;Dikson
DKV;;Docker River
DLA;Дуала;Douala
DLC;Далиан;Dalian
DLD;;Dagali Airport
DLE;;Tavaux
DLF;;Laughlin Afb
DLG;;Municipal
DLH;;Duluth International
DLI;;Lienkhang
DLK;;Dulkaninna
DLL;;Dillon
DLM;Даламан;Dalaman
DLN;;Dillon
DLO;;Dolomi
DLP;;Disneyland Paris
DLS;;Columbia Gorge Regional/The Dalles Municipal Airport
DLU;Дали;Dali
DLV;;Delissaville
DLY;Диллонс-Бей;Dillons Bay
DLZ;;Dalanzadgad
DMA;;Davis Monthan AFB
DMB;Жамбыл;Zhambyl
DMD;;Doomadgee
DME;Домодедово;Domodedovo
DMN;;Deming
DMO;;Sedalia
DMR;Дамар;Dhamar
DMT;;Diamantino
DMU;Димапур;Dimapur
DNA;;Kadena AB
DNB;;Dunbar
DNC;;Danane
DND;Данди;Dundee
DNE;;Dallas North Airport
DNF;;Martuba
DNG;;Doongan
DNH;Дунхуань;Dunhuang
DNI;Вад-Медани;Wad Medani
DNK;Днепропетровск;Dnepropetrovsk
DNL;;Daniel Field
DNM;;Denham
DNN;;Municipal
DNO;;Dianopolis
DNP;Данг;Dang
DNQ;;Deniliquin
DNR;;Pleurtuit
DNS;;Municipal
DNT;;Downtown Heliport
DNU;Динангат;Dinangat
DNV;;Vermilion County
DNX;;Galegu
DNZ;;Cardak
DOA;Доани;Doany
DOB;;Dobo Airport
DOC;Дорноч;Dornoch
DOD;Додома;Dodoma
DOE;Дьомье;Djoemoe
DOF;;Dora Bay
DOG;Донгола;Dongola
DOH;Доха;Doha
DOI;Дойни;Doini
DOK;Донецк;Donetsk International Airport
DOL;;St Gatien
DOM;;Melville Hall
DON;Дос-Лагунас;Dos Lagunas
DOO;Доробисоро;Dorobisoro
DOP;Дольпа;Dolpa
DOR;Дори;Dori
DOS;Диос;Dios
DOU;;Dourados
DOV;;Dover AFB
DOX;;Dongara
DOY;;Dongying
DPA;;Dupage County
DPE;Диеппе;Dieppe
DPG;;Michael AAF
DPK;;Deer Park
DPL;Диполог;Dipolog
DPO;Девонпорт;Devonport
DPS;;Ngurah Rai International
DPU;Думпу;Dumpu
DRA;;Desert Rock
DRB;;Derby
DRC;;Dirico
DRD;;Dorunda Station
DRE;;Drummond Island
DRF;;Drift River
DRG;;Deering
DRH;;Dabra
DRI;;Beauregard Parish
DRJ;Дриетаббетье;Drietabbetje
DRM;Драма;Drama
DRN;;Dirranbandi
DRO;;La Plata
DRR;;Durrie
DRS;;Dresden Arpt
DRT;;International
DRU;;Drummond
DRW;Дарвин;Darwin
DRY;;Drysdale River
DSA;;Robin Hood
DSC;Дшанг;Dschang
DSD;Ла-Дезираде;La Desirade
DSE;;Combolcha
DSG;;Dilasag
DSI;;Destin-Fort Walton Beach Airport
DSK;Дера-Исмаил-Хан;Dera Ismail Khan
DSL;Дару;Daru
DSM;;Des Moines International
DSN;;Dongsheng
DSV;;Dansville
DTA;;Delta
DTD;Датадавай;Datadawai
DTE;;Camarines Norte
DTH;Долина Смерти;Death Valley
DTL;;Municipal
DTM;Дортмунд;Dortmund
DTN;;Shreveport Downtown
DTR;;Decatur Island
DTW;;Detroit Metropolitan Wayne County
DUA;;Eaker
DUB;Дублин;Dublin
DUC;;Halliburton Field
DUD;;Dunedin International
DUE;Дундо;Dundo
DUF;;Pine Island Airport
DUG;;Bisbee-Douglas Intl
DUJ;;Du Bois-Jefferson County
DUK;;Dukuduk
DUM;;Pinang Kampai
DUN;Дундас;Dundas
DUQ;;Duncan/Quam
DUR;;Durban International
DUS;;Dьsseldorf International Airport (rhein-ruhr)
DUT;;Emergency Field
DVA;Дева;Deva
DVK;;Diavik
DVL;;Devils Lake
DVN;;Davenport
DVO;;Francisco Bangoy International
DVP;;Davenport Downs
DVR;;Daly River
DVT;;Phoenix Deer Valley Airport
DWA;;Dwangwa
DWB;Соалала;Soalala
DWD;;Dawadmi
DWF;;Wright AFB
DWH;;David Wayne Hooks
DWN;;Downtown Airpark
DWS;;Walt Disney World
DXA;До-Альпес;Deux Alpes
DXB;Дубай;Dubai
DXD;;Dixie
DXR;;Danbury Municipal Airport
DYA;;Dysart
DYG;Дэань;Dayong
DYL;;Doylestown
DYM;;Diamantina Lakes
DYR;Угольный;Ugolniy
DYS;;Dyess AFB
DYU;Душанбе;Dushanbe
DYW;;Daly Waters
DZA;;Dzaoudzi
DZI;Кодаси;Codazzi
DZN;Жезказган;Zhezhazgan
DZO;;Santa Bernardina
DZU;Дазу;Dazu
EAA;;Eagle
EAB;Аббсе;Abbse
EAE;Эмей;Emae
EAL;;Elenak
EAM;Неджран;Nejran
EAN;;Phifer Field
EAR;;Kearney
EAS;;Donostia - San Sebastian
EAT;;Pangborn Field
EAU;;Chippewa Valley Regional Airport
EBA;Марина Ди Кампо;Marina Di Campo
EBB;;Entebbe
EBD;Эль-Обейд;El Obeid
EBG;;El Bagre
